n,theta,R,sigma,rep,capacity,actual_types,sum_p,sum_e,algorithm,objective,best_bound,certified,nodes,runtime,incumbent_initial,time_limit,available,recharges,makespan,total_recharge_time,battery_utilization
100,0.500000,0.400000,4.000000,0,200,94,1576,2692,"GRASP-PR full-recharge heuristic",27,23.000000,0,594864,15.032332,30,30.000000,1,14,4516.000000,2940.000000,0.961429
100,0.500000,0.400000,4.000000,1,200,96,1480,2515,"GRASP-PR full-recharge heuristic",28,28.000000,1,240610,6.394751,30,30.000000,1,14,4420.000000,2940.000000,0.898214
100,0.500000,0.400000,4.000000,2,200,95,1683,2639,"GRASP-PR full-recharge heuristic",36,33.000000,0,543022,15.042557,37,30.000000,1,14,4623.000000,2940.000000,0.942500
100,0.500000,0.400000,4.000000,3,200,97,1639,2733,"GRASP-PR full-recharge heuristic",34,31.000000,0,570716,15.001245,37,30.000000,1,14,4579.000000,2940.000000,0.976071
100,0.500000,0.400000,4.000000,4,196,98,1601,2654,"GRASP-PR full-recharge heuristic",29,27.000000,0,567547,15.031638,33,30.000000,1,14,4485.000000,2884.000000,0.967201
100,0.500000,0.400000,4.000000,5,200,97,1582,2717,"GRASP-PR full-recharge heuristic",32,30.000000,0,589273,15.207148,34,30.000000,1,14,4522.000000,2940.000000,0.970357
100,0.500000,0.400000,4.000000,6,200,96,1515,2505,"GRASP-PR full-recharge heuristic",29,27.000000,0,561552,15.001788,30,30.000000,1,13,4245.000000,2730.000000,0.963462
100,0.500000,0.400000,4.000000,7,200,97,1648,2548,"GRASP-PR full-recharge heuristic",29,28.000000,0,559967,15.070096,31,30.000000,1,13,4378.000000,2730.000000,0.980000
100,0.500000,0.400000,4.000000,8,196,96,1657,2540,"GRASP-PR full-recharge heuristic",30,30.000000,1,116060,3.094926,33,30.000000,1,14,4541.000000,2884.000000,0.925656
100,0.500000,0.400000,4.000000,9,200,98,1475,2435,"GRASP-PR full-recharge heuristic",31,31.000000,1,320943,8.826147,34,30.000000,1,13,4205.000000,2730.000000,0.936538
100,0.500000,0.400000,4.000000,10,196,97,1499,2612,"GRASP-PR full-recharge heuristic",31,29.000000,0,578444,15.018394,33,30.000000,1,14,4383.000000,2884.000000,0.951895
100,0.500000,0.400000,4.000000,11,200,95,1637,2454,"GRASP-PR full-recharge heuristic",32,30.000000,0,540812,15.011956,33,30.000000,1,13,4367.000000,2730.000000,0.943846
100,0.500000,0.400000,4.000000,12,196,97,1555,2613,"GRASP-PR full-recharge heuristic",30,28.000000,0,563122,15.023928,35,30.000000,1,14,4439.000000,2884.000000,0.952259
100,0.500000,0.400000,4.000000,13,200,98,1605,2686,"GRASP-PR full-recharge heuristic",29,28.000000,0,596463,15.050838,34,30.000000,1,14,4545.000000,2940.000000,0.959286
100,0.500000,0.400000,4.000000,14,200,96,1529,2675,"GRASP-PR full-recharge heuristic",32,30.000000,0,569667,15.010560,34,30.000000,1,14,4469.000000,2940.000000,0.955357
100,0.500000,0.400000,4.000000,15,200,97,1657,2436,"GRASP-PR full-recharge heuristic",33,32.000000,0,539195,15.087970,34,30.000000,1,13,4387.000000,2730.000000,0.936923
100,0.500000,0.400000,4.000000,16,200,94,1506,2635,"GRASP-PR full-recharge heuristic",30,28.000000,0,570079,15.068257,32,30.000000,1,14,4446.000000,2940.000000,0.941071
100,0.500000,0.400000,4.000000,17,200,98,1718,2800,"GRASP-PR full-recharge heuristic",29,28.000000,0,542375,15.036706,31,30.000000,1,15,4868.000000,3150.000000,0.933333
100,0.500000,0.400000,4.000000,18,196,96,1633,2608,"GRASP-PR full-recharge heuristic",28,26.000000,0,555037,15.062137,33,30.000000,1,14,4517.000000,2884.000000,0.950437
100,0.500000,0.400000,4.000000,19,200,94,1553,2768,"GRASP-PR full-recharge heuristic",29,28.000000,0,561808,15.090681,36,30.000000,1,15,4703.000000,3150.000000,0.922667
100,0.500000,0.400000,4.000000,20,200,96,1605,2797,"GRASP-PR full-recharge heuristic",32,29.000000,0,606974,15.126478,35,30.000000,1,15,4755.000000,3150.000000,0.932333
100,0.500000,0.400000,4.500000,0,225,94,1576,2692,"GRASP-PR full-recharge heuristic",26,23.000000,0,529352,15.022713,29,30.000000,1,13,4631.000000,3055.000000,0.920342
100,0.500000,0.400000,4.500000,1,225,96,1480,2515,"GRASP-PR full-recharge heuristic",30,28.000000,0,520190,15.054247,32,30.000000,1,12,4300.000000,2820.000000,0.931481
100,0.500000,0.400000,4.500000,2,225,95,1683,2639,"GRASP-PR full-recharge heuristic",38,33.000000,0,488661,15.005119,40,30.000000,1,12,4503.000000,2820.000000,0.977407
100,0.500000,0.400000,4.500000,3,225,97,1639,2733,"GRASP-PR full-recharge heuristic",31,31.000000,1,220956,6.490449,39,30.000000,1,13,4694.000000,3055.000000,0.934359
100,0.500000,0.400000,4.500000,4,221,98,1601,2654,"GRASP-PR full-recharge heuristic",28,27.000000,0,506276,15.038609,33,30.000000,1,13,4604.000000,3003.000000,0.923773
100,0.500000,0.400000,4.500000,5,225,97,1582,2717,"GRASP-PR full-recharge heuristic",33,30.000000,0,533509,15.059469,36,30.000000,1,13,4637.000000,3055.000000,0.928889
100,0.500000,0.400000,4.500000,6,225,96,1515,2505,"GRASP-PR full-recharge heuristic",28,27.000000,0,542749,15.049915,33,30.000000,1,12,4335.000000,2820.000000,0.927778
100,0.500000,0.400000,4.500000,7,225,97,1648,2548,"GRASP-PR full-recharge heuristic",30,28.000000,0,515910,15.079462,31,30.000000,1,12,4468.000000,2820.000000,0.943704
100,0.500000,0.400000,4.500000,8,221,96,1657,2540,"GRASP-PR full-recharge heuristic",32,29.000000,0,517782,15.033903,33,30.000000,1,12,4429.000000,2772.000000,0.957768
100,0.500000,0.400000,4.500000,9,225,98,1475,2435,"GRASP-PR full-recharge heuristic",33,29.000000,0,529985,16.255593,34,30.000000,1,12,4295.000000,2820.000000,0.901852
100,0.500000,0.400000,4.500000,10,221,97,1499,2612,"GRASP-PR full-recharge heuristic",30,28.000000,0,534301,15.003246,34,30.000000,1,13,4502.000000,3003.000000,0.909154
100,0.500000,0.400000,4.500000,11,225,95,1637,2454,"GRASP-PR full-recharge heuristic",31,29.000000,0,536266,15.050561,36,30.000000,1,12,4457.000000,2820.000000,0.908889
100,0.500000,0.400000,4.500000,12,221,97,1555,2613,"GRASP-PR full-recharge heuristic",31,27.000000,0,531318,15.018171,34,30.000000,1,12,4327.000000,2772.000000,0.985294
