n,theta,R,sigma,rep,capacity,actual_types,sum_p,sum_e,algorithm,objective,best_bound,certified,nodes,runtime,incumbent_initial,time_limit,available,recharges,makespan,total_recharge_time,battery_utilization
50,0.500000,0.400000,4.000000,2,200,49,916,1281,"GRASP-PR heuristic",13,13.000000,1,0,0.001378,13,30.000000,1,8,2277.000000,1361.000000,0.800625
50,0.500000,0.400000,4.000000,3,196,49,741,1482,"GRASP-PR heuristic",16,16.000000,1,0,0.001516,16,30.000000,1,9,2313.000000,1572.000000,0.840136
50,0.500000,0.400000,4.000000,4,200,49,756,1285,"GRASP-PR heuristic",17,17.000000,1,0,0.001348,17,30.000000,1,8,2121.000000,1365.000000,0.803125
50,0.500000,0.400000,4.000000,5,200,49,849,1440,"GRASP-PR heuristic",19,19.000000,1,0,0.001446,19,30.000000,1,8,2369.000000,1520.000000,0.900000
50,0.500000,0.400000,4.000000,6,200,49,855,1331,"GRASP-PR heuristic",15,15.000000,1,0,0.001395,15,30.000000,1,8,2266.000000,1411.000000,0.831875
50,0.500000,0.400000,4.000000,7,200,49,898,1433,"GRASP-PR heuristic",15,15.000000,1,469,0.006516,16,30.000000,1,8,2411.000000,1513.000000,0.895625
50,0.500000,0.400000,4.000000,8,196,50,847,1387,"GRASP-PR heuristic",15,15.000000,1,0,0.001403,15,30.000000,1,9,2324.000000,1477.000000,0.786281
50,0.500000,0.400000,4.000000,9,192,50,838,1203,"GRASP-PR heuristic",16,16.000000,1,0,0.001278,16,30.000000,1,8,2121.000000,1283.000000,0.783203
50,0.500000,0.400000,4.000000,10,196,49,882,1271,"GRASP-PR heuristic",13,13.000000,1,0,0.001344,13,30.000000,1,8,2233.000000,1351.000000,0.810587
50,0.500000,0.400000,4.000000,11,196,49,787,1223,"GRASP-PR heuristic",13,13.000000,1,0,0.001285,13,30.000000,1,7,2080.000000,1293.000000,0.891399
50,0.500000,0.400000,4.000000,12,200,48,829,1264,"GRASP-PR heuristic",17,17.000000,1,0,0.001344,17,30.000000,1,9,2183.000000,1354.000000,0.702222
50,0.500000,0.400000,4.000000,13,200,50,794,1225,"GRASP-PR heuristic",16,16.000000,1,0,0.001292,16,30.000000,1,8,2099.000000,1305.000000,0.765625
50,0.500000,0.400000,4.000000,14,188,49,742,1203,"GRASP-PR heuristic",14,14.000000,1,0,0.001263,14,30.000000,1,8,2025.000000,1283.000000,0.799867
50,0.500000,0.400000,4.000000,15,200,48,815,1298,"GRASP-PR heuristic",17,17.000000,1,0,0.001355,17,30.000000,1,8,2193.000000,1378.000000,0.811250
50,0.500000,0.400000,4.000000,16,200,49,801,1406,"GRASP-PR heuristic",17,17.000000,1,0,0.001393,17,30.000000,1,8,2287.000000,1486.000000,0.878750
50,0.500000,0.400000,4.000000,17,200,50,739,1260,"GRASP-PR heuristic",15,15.000000,1,0,0.001291,15,30.000000,1,8,2079.000000,1340.000000,0.787500
50,0.500000,0.400000,4.000000,18,200,49,798,1405,"GRASP-PR heuristic",16,16.000000,1,0,0.001451,16,30.000000,1,9,2293.000000,1495.000000,0.780556
50,0.500000,0.400000,4.000000,19,200,50,796,1263,"GRASP-PR heuristic",15,15.000000,1,0,0.001327,15,30.000000,1,8,2139.000000,1343.000000,0.789375
50,0.500000,0.400000,4.000000,20,196,49,737,1446,"GRASP-PR heuristic",19,19.000000,1,0,0.001448,19,30.000000,1,9,2273.000000,1536.000000,0.819728
50,0.500000,0.400000,4.500000,0,225,48,814,1289,"GRASP-PR heuristic",14,14.000000,1,1078059,13.275807,15,30.000000,1,7,2173.000000,1359.000000,0.818413
50,0.500000,0.400000,4.500000,1,225,47,859,1096,"GRASP-PR heuristic",12,12.000000,1,0,0.001275,12,30.000000,1,6,2015.000000,1156.000000,0.811852
50,0.500000,0.400000,4.500000,2,225,49,916,1281,"GRASP-PR heuristic",13,13.000000,1,0,0.001377,13,30.000000,1,7,2267.000000,1351.000000,0.813333
50,0.500000,0.400000,4.500000,3,221,49,741,1482,"GRASP-PR heuristic",15,15.000000,1,4114,0.047728,16,30.000000,1,8,2303.000000,1562.000000,0.838235
50,0.500000,0.400000,4.500000,4,225,49,756,1285,"GRASP-PR heuristic",17,17.000000,1,0,0.001368,17,30.000000,1,7,2111.000000,1355.000000,0.815873
50,0.500000,0.400000,4.500000,5,225,49,849,1440,"GRASP-PR heuristic",19,19.000000,1,0,0.001444,19,30.000000,1,8,2369.000000,1520.000000,0.800000
50,0.500000,0.400000,4.500000,6,225,49,855,1331,"GRASP-PR heuristic",15,15.000000,1,0,0.001394,15,30.000000,1,8,2266.000000,1411.000000,0.739444
50,0.500000,0.400000,4.500000,7,225,49,898,1433,"GRASP-PR heuristic",15,15.000000,1,441,0.006281,16,30.000000,1,7,2401.000000,1503.000000,0.909841
50,0.500000,0.400000,4.500000,8,221,50,847,1387,"GRASP-PR heuristic",14,14.000000,1,0,0.001363,14,30.000000,1,7,2304.000000,1457.000000,0.896574
50,0.500000,0.400000,4.500000,9,216,50,838,1203,"GRASP-PR heuristic",16,15.000000,0,1194066,15.001001,16,30.000000,1,6,2101.000000,1263.000000,0.928241
50,0.500000,0.400000,4.500000,10,221,49,882,1271,"GRASP-PR heuristic",13,13.000000,1,0,0.001413,13,30.000000,1,7,2223.000000,1341.000000,0.821590
50,0.500000,0.400000,4.500000,11,221,49,787,1223,"GRASP-PR heuristic",13,13.000000,1,0,0.001315,13,30.000000,1,7,2080.000000,1293.000000,0.790562
50,0.500000,0.400000,4.500000,12,225,48,829,1264,"GRASP-PR heuristic",17,17.000000,1,0,0.001339,17,30.000000,1,8,2173.000000,1344.000000,0.702222
50,0.500000,0.400000,4.500000,13,225,50,794,1225,"GRASP-PR heuristic",16,16.000000,1,0,0.001286,16,30.000000,1,6,2079.000000,1285.000000,0.907407
50,0.500000,0.400000,4.500000,14,212,49,742,1203,"GRASP-PR heuristic",14,14.000000,1,0,0.001260,14,30.000000,1,8,2025.000000,1283.000000,0.709316
50,0.500000,0.400000,4.500000,15,225,48,815,1298,"GRASP-PR heuristic",17,17.000000,1,0,0.001383,17,30.000000,1,7,2183.000000,1368.000000,0.824127
50,0.500000,0.400000,4.500000,16,225,49,801,1406,"GRASP-PR heuristic",17,17.000000,1,0,0.001432,17,30.000000,1,8,2287.000000,1486.000000,0.781111
50,0.500000,0.400000,4.500000,17,225,50,739,1260,"GRASP-PR heuristic",15,15.000000,1,0,0.001308,15,30.000000,1,6,2059.000000,1320.000000,0.933333
50,0.500000,0.400000,4.500000,18,225,49,798,1405,"GRASP-PR heuristic",16,16.000000,1,0,0.001445,16,30.000000,1,8,2283.000000,1485.000000,0.780556
50,0.500000,0.400000,4.500000,19,225,50,796,1263,"GRASP-PR heuristic",14,14.000000,1,11089,0.136787,15,30.000000,1,6,2119.000000,1323.000000,0.935556
50,0.500000,0.400000,4.500000,20,221,49,737,1446,"GRASP-PR heuristic",19,19.000000,1,0,0.001514,19,30.000000,1,8,2263.000000,1526.000000,0.817873
50,0.500000,0.400000,5.000000,0,250,48,814,1289,"GRASP-PR heuristic",14,14.000000,1,400,0.006556,15,30.000000,1,7,2173.000000,1359.000000,0.736571
50,0.500000,0.400000,5.000000,1,250,47,859,1096,"GRASP-PR heuristic",12,12.000000,1,0,0.001226,12,30.000000,1,6,2015.000000,1156.000000,0.730667
50,0.500000,0.400000,5.000000,2,250,49,916,1281,"GRASP-PR heuristic",13,13.000000,1,0,0.001443,13,30.000000,1,6,2257.000000,1341.000000,0.854000
50,0.500000,0.400000,5.000000,3,245,49,741,1482,"GRASP-PR heuristic",15,15.000000,1,0,0.001566,15,30.000000,1,7,2293.000000,1552.000000,0.864140
50,0.500000,0.400000,5.000000,4,250,49,756,1285,"GRASP-PR heuristic",17,17.000000,1,0,0.001359,17,30.000000,1,6,2101.000000,1345.000000,0.856667
50,0.500000,0.400000,5.000000,5,250,49,849,1440,"GRASP-PR heuristic",18,18.000000,1,576,0.008398,19,30.000000,1,6,2349.000000,1500.000000,0.960000
50,0.500000,0.400000,5.000000,6,250,49,855,1331,"GRASP-PR heuristic",14,14.000000,1,3723,0.047686,15,30.000000,1,6,2246.000000,1391.000000,0.887333
50,0.500000,0.400000,5.000000,7,250,49,898,1433,"GRASP-PR heuristic",15,15.000000,1,0,0.001480,15,30.000000,1,7,2401.000000,1503.000000,0.818857
50,0.500000,0.400000,5.000000,8,245,50,847,1387,"GRASP-PR heuristic",14,14.000000,1,0,0.001388,14,30.000000,1,7,2304.000000,1457.000000,0.808746
50,0.500000,0.400000,5.000000,9,240,50,838,1203,"GRASP-PR heuristic",16,15.000000,0,1119055,15.009057,16,30.000000,1,6,2101.000000,1263.000000,0.835417
50,0.500000,0.400000,5.000000,10,245,49,882,1271,"GRASP-PR heuristic",13,13.000000,1,0,0.001363,13,30.000000,1,7,2223.000000,1341.000000,0.741108
50,0.500000,0.400000,5.000000,11,245,49,787,1223,"GRASP-PR heuristic",13,13.000000,1,0,0.001297,13,30.000000,1,7,2080.000000,1293.000000,0.713120
50,0.500000,0.400000,5.000000,12,250,48,829,1264,"GRASP-PR heuristic",17,17.000000,1,0,0.001348,17,30.000000,1,8,2173.000000,1344.000000,0.632000
50,0.500000,0.400000,5.000000,13,250,50,794,1225,"GRASP-PR heuristic",16,16.000000,1,0,0.001293,16,30.000000,1,6,2079.000000,1285.000000,0.816667
50,0.500000,0.400000,5.000000,14,235,49,742,1203,"GRASP-PR heuristic",14,14.000000,1,0,0.001262,14,30.000000,1,6,2005.000000,1263.000000,0.853191
50,0.500000,0.400000,5.000000,15,250,48,815,1298,"GRASP-PR heuristic",17,17.000000,1,0,0.001364,17,30.000000,1,6,2173.000000,1358.000000,0.865333
50,0.500000,0.400000,5.000000,16,250,49,801,1406,"GRASP-PR heuristic",17,16.000000,0,1252230,15.010865,17,30.000000,1,6,2267.000000,1466.000000,0.937333
